,City,Lat,Lng,Max temp,Humidity,Cloudiness,Wind Speed,Date
283,sola,-13.8833,167.55,82.36,73,69,4.09,1612608608
284,metro,-5.1131,105.3067,80.78,82,81,7.47,1612609061
285,phichit,16.25,100.4167,93.0,31,3,4.61,1612609061
286,eyl,7.9803,49.8164,83.46,50,0,14.41,1612608566
287,dingle,10.9995,122.6711,76.87,85,70,8.93,1612608583
288,saskylakh,71.9167,114.0833,-36.72,82,76,2.48,1612608567
289,araceli,10.5529,119.9913,80.44,83,88,19.62,1612609061
290,hami,42.8,93.45,31.66,82,11,0.09,1612608607
291,cap malheureux,-19.9842,57.6142,84.99,72,86,7.0,1612609061
292,sandakan,5.8402,118.1179,80.6,89,40,3.44,1612609061
293,roma,43.2128,-75.4557,26.6,54,90,4.61,1612608576
294,teahupoo,-17.8333,-149.2667,77.0,78,5,1.14,1612609062
295,hervey bay,-25.2986,152.8535,79.0,70,94,1.01,1612608598
296,hamilton,39.1834,-84.5333,26.01,58,90,10.36,1612609062
297,severodvinsk,64.5635,39.8302,8.6,78,75,11.18,1612609062
298,mandalgovi,45.7625,106.2708,6.01,86,4,2.91,1612609062
299,bilibino,68.0546,166.4372,-8.05,80,61,2.04,1612608603
300,butterworth,5.3991,100.3638,87.8,66,20,10.36,1612608456
301,boden,65.8252,21.6886,23.0,86,0,8.05,1612609062
302,nacala,-14.5428,40.6728,89.6,62,75,11.5,1612609062
303,dong hoi,17.4833,106.6,68.88,88,100,4.9,1612609063
304,sao joao da barra,-21.6403,-41.0511,75.2,94,75,9.22,1612609063
305,maposeni,-10.5833,35.4,82.4,61,40,5.75,1612609063
306,segezha,63.7415,34.3222,7.12,94,100,8.68,1612609063
307,real,14.6625,121.6047,82.4,69,75,8.05,1612609063
308,port hedland,-20.3167,118.5667,84.2,65,40,14.97,1612609063
309,bathsheba,13.2167,-59.5167,77.0,61,75,20.71,1612608620
310,saint-francois,46.4154,3.9054,42.8,100,75,3.8,1612608629
311,banda aceh,5.5577,95.3222,81.9,78,69,12.55,1612609064
312,bo phloi,14.3236,99.5161,90.0,28,0,6.04,1612609064
313,broome,42.2506,-75.833,24.8,58,90,11.5,1612608556
314,hay river,60.8156,-115.7999,-34.6,67,100,5.75,1612608630
315,nelson bay,-32.7167,152.15,71.01,100,40,1.14,1612608989
316,port hardy,50.6996,-127.4199,41.0,100,90,3.44,1612609064
317,vanino,49.0869,140.2543,-7.44,89,45,2.62,1612609064
318,gumdag,39.2061,54.5906,55.22,63,84,11.45,1612609064
319,kibaya,-5.3,36.5667,78.08,64,5,3.24,1612609064
320,san isidro,-12.1167,-77.05,71.01,88,75,8.05,1612609064
321,keti bandar,24.1447,67.4497,77.77,23,0,8.34,1612609064
322,rozivka,46.9385,35.7724,31.14,79,100,4.81,1612609065
323,mount gambier,-37.8333,140.7667,59.0,94,40,11.5,1612608574
324,karera,25.4667,78.15,75.54,20,0,10.29,1612609066
325,pangnirtung,66.1451,-65.7125,22.19,81,87,3.53,1612608598
326,lasa,46.6166,10.7002,43.0,93,75,5.75,1612609066
327,chernyshevskiy,63.0128,112.4714,-29.79,87,95,0.92,1612609066
328,saldanha,-33.0117,17.9442,78.8,50,0,21.85,1612608599
329,grants,35.1473,-107.8514,21.2,68,1,10.36,1612609066
330,vila do maio,15.1333,-23.2167,68.0,77,75,23.02,1612609067
331,big rapids,43.6981,-85.4837,10.99,85,90,11.5,1612609067
332,usta muhammad,28.1794,68.0445,82.47,14,0,7.05,1612609067
333,barwadih,23.8333,84.1167,71.24,41,62,2.98,1612609067
334,santarem,-2.4431,-54.7083,77.0,94,40,3.44,1612609067
335,sao joao da ponte,-15.9292,-44.0078,71.13,91,100,7.63,1612609068
336,mikhaylovka,50.06,43.2379,21.99,77,99,11.01,1612609068
337,muncar,-8.4333,114.3333,79.54,82,93,3.09,1612609068
338,dikson,73.5069,80.5464,-30.44,84,55,11.99,1612608570
339,dedza,-14.3779,34.3332,71.67,89,75,3.83,1612609068
340,avera,33.194,-82.5271,44.6,87,90,6.15,1612609068
341,kozulka,50.0351,23.797,28.4,59,0,6.71,1612609068
342,rognan,67.0953,15.3878,24.01,92,97,2.28,1612609068
343,parma,44.8027,10.329,50.0,100,90,2.3,1612609069
344,arcata,40.8665,-124.0828,46.99,93,90,4.45,1612609069
345,basco,20.4487,121.9702,73.27,85,71,20.69,1612609069
346,abu kamal,34.4506,40.9171,63.19,45,0,13.35,1612609069
347,kavaratti,10.5669,72.642,81.34,72,38,11.74,1612608601
348,axim,4.8699,-2.2405,85.41,70,11,7.31,1612609070
349,laplace,30.0666,-90.4801,51.01,91,90,8.05,1612609070
350,praia,14.9215,-23.5087,68.0,77,75,23.02,1612609070
351,penzance,50.1186,-5.5371,46.0,87,20,5.75,1612609070
352,auriflama,-20.6856,-50.5547,70.63,77,0,5.39,1612609070
353,sorland,67.667,12.6934,35.6,64,75,25.32,1612609070
354,esperantinopolis,-4.8667,-44.7083,75.74,87,99,4.25,1612609070
355,bara,10.3744,10.7288,82.4,17,25,24.16,1612608633
356,jacmel,18.2342,-72.5347,73.4,88,55,8.05,1612609070
357,dhidhdhoo,6.8833,73.1,82.87,69,77,9.17,1612609070
358,aswan,24.0934,32.907,76.01,24,0,11.39,1612609070
359,uyskoye,54.3775,60.0047,33.82,97,100,10.67,1612608601
360,bam,29.106,58.357,77.5,14,0,4.7,1612609071
361,praia da vitoria,38.7333,-27.0667,60.01,88,20,9.95,1612609071
362,shenzhen,22.5455,114.0683,73.0,73,0,5.19,1612609024
363,sarlat-la-caneda,44.889,1.2166,48.99,96,100,1.01,1612609071
364,souillac,-20.5167,57.5167,86.0,66,40,11.5,1612608588
365,troitsko-pechorsk,62.7084,56.1964,-3.91,92,100,12.59,1612609071
366,indian head,38.6001,-77.1622,36.0,80,20,5.32,1612609071
367,curup,-3.4667,102.5333,72.77,91,99,1.88,1612609071
368,murgab,37.4966,61.9714,60.8,31,90,18.41,1612609071
369,itarema,-2.9248,-39.9167,82.67,67,83,13.53,1612608579
370,san cristobal,7.7669,-72.225,66.22,89,100,1.99,1612608628
371,dandong,40.1292,124.3947,29.64,93,4,8.21,1612609060
372,rosa zarate,0.3333,-79.4667,73.35,95,96,1.16,1612609072
373,suntar,62.1444,117.6319,-23.21,86,91,2.75,1612609072
374,lorengau,-2.0226,147.2712,82.33,74,66,3.87,1612608571
375,macau,22.2006,113.5461,73.4,77,0,6.91,1612609072
376,lancaster,40.2504,-76.2499,33.8,47,20,4.61,1612609072
377,baghdad,33.3406,44.4009,59.0,94,90,9.22,1612609072
378,trairi,-3.2778,-39.2689,82.65,67,90,10.98,1612609072
379,norman wells,65.282,-126.8329,-41.8,66,40,2.3,1612608600
380,poum,-20.2333,164.0167,80.46,69,4,4.97,1612608570
381,nokaneng,-19.6667,22.2667,82.33,64,100,7.72,1612609072
382,stornoway,58.2093,-6.3865,39.2,75,75,18.41,1612609073
383,phonhong,18.5007,102.4166,82.4,44,8,2.3,1612609073
384,mao,39.8885,4.2658,60.8,88,75,10.36,1612608590
385,hobbs,32.7026,-103.136,46.99,27,1,21.85,1612608812
386,mayo,38.8876,-76.5119,37.4,69,1,10.02,1612609073
387,paamiut,61.994,-49.6678,20.79,80,9,6.91,1612608628
388,tessalit,20.1986,1.0114,86.09,12,65,20.83,1612608555
389,goderich,43.7501,-81.7165,17.6,62,100,24.16,1612608601
390,mantua,45.1667,10.7833,50.0,93,100,1.01,1612609073
391,ambilobe,-13.2,49.05,84.36,75,97,7.18,1612609074
392,ocampo,21.65,-101.5,50.56,43,0,11.99,1612609074
393,kachug,53.9606,105.8817,5.97,92,99,2.57,1612609074
394,garowe,8.4054,48.4845,87.67,23,5,6.64,1612609074
395,sohag,26.557,31.6948,68.0,49,0,6.91,1612609074
396,ladario,-19.0047,-57.6017,70.5,74,58,2.75,1612609074
397,machali,-34.1833,-70.6667,63.23,71,0,0.78,1612609074
398,andenes,69.3143,16.1194,30.2,86,75,28.77,1612609074
399,hwange,-18.3693,26.5019,85.37,61,74,7.67,1612609075
400,aktau,43.65,51.2,39.2,56,75,17.9,1612608594
401,saint anthony,45.0205,-93.218,1.4,65,1,13.8,1612609075
402,kigoma,-4.8769,29.6267,78.8,78,75,10.36,1612609075
403,fort nelson,58.8053,-122.7002,-29.2,68,40,2.3,1612608570
404,sibolga,1.7427,98.7792,83.1,74,63,1.81,1612609075
405,alofi,-19.0595,-169.9187,78.8,89,100,8.05,1612608627
406,rundu,-17.9333,19.7667,85.46,52,96,5.14,1612609075
407,aleksandrovskiy zavod,50.9237,117.9374,-7.58,86,16,4.61,1612609076
408,walvis bay,-22.9575,14.5053,69.8,73,75,8.05,1612609076
409,noumea,-22.2763,166.4572,79.0,73,90,8.05,1612608561
410,mindelo,16.8901,-24.9804,69.8,64,40,25.32,1612609076
411,bacolod,10.6667,122.95,79.05,78,53,9.93,1612609076
412,gambela,8.25,34.5833,101.32,10,1,6.98,1612609076
413,kropotkin,45.4375,40.5756,31.5,98,100,4.25,1612609076
414,ormara,25.2088,64.6357,70.32,43,0,4.99,1612609076
415,chifeng,42.2683,118.9636,17.55,95,100,4.65,1612608380
416,severo-yeniseyskiy,60.3725,93.0408,12.47,96,100,9.44,1612609076
417,central point,42.376,-122.9164,35.01,80,75,1.36,1612609076
418,skelmersdale,53.5502,-2.7735,42.01,94,100,3.0,1612609076
419,cabra,37.4725,-4.4421,51.01,80,62,14.16,1612609077
420,salinas,36.6777,-121.6555,48.2,87,1,4.61,1612608630
421,chinhoyi,-17.3667,30.2,81.07,60,88,6.85,1612609077
422,tignere,7.3667,12.65,87.46,13,0,10.8,1612609077
423,faya,18.3851,42.4509,60.8,63,75,13.8,1612608619
424,udachnyy,66.4167,112.4,-35.63,80,0,2.89,1612608614
425,mananara,-16.1667,49.7667,86.41,60,89,6.55,1612609077
426,havre-saint-pierre,50.2334,-63.5986,32.0,93,90,13.8,1612608570
427,bikaner,28.0167,73.3,75.31,18,0,5.39,1612609077
428,belen,36.4891,36.2233,59.0,55,0,3.44,1612609077
429,krasnyy kholm,58.0607,37.1203,0.37,90,98,12.24,1612609077
430,simcoe,42.8334,-80.2997,19.0,67,18,8.05,1612609078
431,longyearbyen,78.2186,15.6401,24.8,68,75,4.61,1612608580
432,serik,36.9169,31.0989,68.0,37,0,3.44,1612609078
433,buraydah,26.326,43.975,53.6,100,75,23.02,1612609078
434,zyryanka,65.75,150.85,-23.15,83,57,7.2,1612608584
435,indi,17.1667,75.9667,89.67,14,46,6.91,1612609078
436,yudong,29.385,106.5194,57.2,67,90,8.95,1612609079
437,nanga eboko,4.6833,12.3667,91.98,15,43,5.26,1612609079
438,sotouboua,8.5667,0.9833,94.8,25,78,5.91,1612609079
439,pajapan,18.25,-94.7,69.87,89,42,8.61,1612609079
440,quang ngai,15.1167,108.8,70.57,89,92,3.06,1612609048
441,opuwo,-18.0607,13.84,92.59,25,100,10.6,1612609079
442,tabas,33.5959,56.9244,70.95,18,53,2.51,1612609079
443,lynchburg,37.4138,-79.1423,35.6,51,1,5.75,1612609079
444,biak,-0.9131,122.8766,78.89,80,100,2.44,1612608569
445,ouidah,6.3631,2.0851,87.8,74,40,8.05,1612609079
446,alice springs,-23.7,133.8833,82.4,28,53,10.36,1612608611
447,puerto salgar,5.463,-74.6544,74.03,85,100,0.54,1612609080
448,san antonio,29.4241,-98.4936,51.01,87,90,4.61,1612609003
449,liseleje,56.0053,11.9483,27.0,74,0,4.0,1612609080
450,laguna,38.421,-121.4238,41.0,87,1,3.4,1612609080
451,san patricio,28.017,-97.5169,60.8,94,90,6.91,1612608555
452,akdepe,42.0551,59.3788,55.4,58,0,16.11,1612609080
453,tarakan,3.3,117.6333,82.4,78,20,3.44,1612609080
454,khandyga,62.6667,135.6,-28.57,85,100,2.28,1612609080
455,telimele,10.9167,-13.3333,88.92,14,21,6.82,1612609080
456,zaragoza,41.6561,-0.8773,61.0,82,20,6.91,1612609080
457,vanimo,-2.6741,141.3028,78.62,79,85,2.13,1612609080
458,trapani,37.8333,12.6667,69.01,45,0,19.57,1612609081
459,corinto,37.9407,22.9573,66.0,48,0,1.99,1612609081
460,zykovo,55.9519,93.1461,14.0,79,99,6.71,1612608627
461,batangafo,7.3008,18.2833,97.63,11,0,6.44,1612609081
462,doha,25.2867,51.5333,79.0,44,0,17.27,1612608416
463,bethel,41.3712,-73.414,27.0,68,1,3.44,1612608575
464,zonguldak,41.25,31.8333,61.83,38,18,7.16,1612609081
465,bull savanna,17.8868,-77.5902,73.6,88,87,12.19,1612609082
466,sampit,-2.5333,112.95,78.75,90,100,2.26,1612609082
467,bharatpur,27.2167,77.4833,71.85,30,0,9.73,1612608795
468,raudeberg,61.9875,5.1352,28.4,50,38,11.5,1612609082
469,tromso,69.6496,18.957,28.4,74,75,8.05,1612609082
470,derzhavinsk,51.1,66.3167,34.2,97,100,17.58,1612608634
471,catamarca,-28.4696,-65.7852,73.99,74,4,4.0,1612609082
472,dakar,14.6937,-17.4441,66.2,77,20,21.85,1612608587
473,kysyl-syr,63.8986,122.7617,-38.97,80,22,2.51,1612608590
474,langxiang,46.95,128.8833,-4.16,90,85,3.58,1612609082
475,dera bugti,29.0307,69.151,72.14,19,0,10.6,1612609083
476,arecibo,18.4724,-66.7157,73.0,84,36,1.01,1612609083
477,mana,5.6592,-53.7767,77.54,87,91,11.3,1612608605
478,svetlaya,46.5389,138.3297,10.54,88,45,6.51,1612609083
479,juneau,58.3019,-134.4197,27.0,80,90,6.91,1612609083
480,snezhnogorsk,69.1933,33.2531,21.2,100,75,4.47,1612609083
481,itoman,26.1247,127.6694,69.8,68,20,8.05,1612609083
482,isabela,6.7085,121.9711,82.4,83,75,2.3,1612609083
483,irbeyskoye,55.6428,95.4522,17.13,94,100,2.68,1612609083
484,rock sound,24.9,-76.2,75.69,82,39,16.02,1612609083
485,plaridel,14.8872,120.8572,82.4,69,75,8.05,1612609083
486,catabola,-12.15,17.2833,75.81,64,90,3.42,1612609084
487,inuvik,68.3499,-133.7218,-20.2,76,100,4.61,1612609084
488,oranjemund,-28.55,16.4333,71.46,63,2,16.64,1612609084
489,ahipara,-35.1667,173.1667,61.93,88,100,3.4,1612608624
490,kirakira,-10.4544,161.9205,80.31,82,100,6.78,1612609084
491,ugoofaaru,5.6667,73.0,81.97,74,65,11.07,1612608304
492,viedma,-40.8135,-62.9967,64.99,74,0,14.5,1612609084
493,saint-joseph,-21.3667,55.6167,86.0,62,90,11.5,1612608587
494,perth,-31.9333,115.8333,62.6,82,99,8.05,1612609050
495,tutoia,-2.7619,-42.2744,82.11,72,35,15.57,1612609085
496,kaeo,-35.1,173.7833,62.31,79,99,5.91,1612609085
497,novorzhev,57.0294,29.3338,9.55,92,98,7.76,1612609085
498,ciudad bolivar,8.1222,-63.5497,73.78,81,100,10.6,1612609085
499,kudirkos naumiestis,54.7731,22.8631,13.6,94,9,4.99,1612609085
500,corrales,35.2378,-106.6067,37.0,40,1,11.18,1612609085
501,ust-kan,50.9276,84.761,24.12,93,7,3.65,1612609085
502,nome,64.5011,-165.4064,19.4,93,90,13.8,1612608561
503,oistins,13.0667,-59.5333,77.0,61,75,20.71,1612609085
504,maneadero,31.7167,-116.5667,52.99,69,3,2.68,1612609085
505,irbit,57.6705,63.071,35.98,98,100,12.03,1612609085
506,cozumel,20.5083,-86.9458,77.0,88,40,14.97,1612608793
507,loei,17.4167,101.5,87.8,35,0,2.3,1612609086
508,ketchikan,55.3422,-131.6461,35.6,100,75,5.75,1612609086
509,puchezh,56.9788,43.1676,0.52,92,100,14.38,1612609086
510,jeremie,18.65,-74.1167,75.69,78,64,3.76,1612609086
511,hohhot,40.8106,111.6522,33.8,40,20,13.42,1612609086
512,medeiros neto,-17.3739,-40.2206,81.0,70,100,12.37,1612609086
513,pangody,65.85,74.4859,-14.3,88,100,14.76,1612609086
514,kununurra,-15.7667,128.7333,84.2,79,66,3.44,1612608523
515,barra dos coqueiros,-10.9089,-37.0386,82.4,69,40,8.05,1612609086
516,verkhoyansk,67.5447,133.385,-26.72,83,100,2.73,1612609087
517,nishihara,26.1842,127.7558,69.8,60,20,5.75,1612609087
518,diego de almagro,-26.3667,-70.05,57.51,56,0,0.51,1612608561
519,lulea,65.5842,22.1547,23.0,86,0,8.05,1612609087
520,tual,-5.6667,132.75,83.23,78,99,21.99,1612609087
521,teguise,29.0605,-13.564,64.4,59,40,16.11,1612608571
522,custodia,-8.0875,-37.6431,77.04,55,55,9.46,1612609087
523,minsk,53.9,27.5667,6.8,78,75,13.42,1612608955
524,borba,-4.3878,-59.5939,75.22,95,88,1.28,1612609087
525,road town,18.4167,-64.6167,77.0,80,40,14.0,1612608616
526,tianpeng,30.9866,103.9393,62.01,1,49,4.34,1612609088
527,atambua,-9.1061,124.8925,74.93,88,100,1.66,1612609088
528,bafra,41.5678,35.9069,55.99,67,59,1.01,1612609088
529,catuday,16.2923,119.8062,78.03,82,5,9.53,1612609088
530,nefteyugansk,61.0998,72.6035,28.4,100,90,8.95,1612609089
531,comodoro rivadavia,-45.8667,-67.5,50.0,93,40,12.71,1612608610
532,rawson,-43.3002,-65.1023,60.64,66,1,11.97,1612608634
533,marzuq,14.4,46.4667,82.18,14,0,11.48,1612609089
534,porto novo,6.4965,2.6036,87.8,74,40,8.05,1612608598
535,berlevag,70.8578,29.0864,26.29,92,100,20.45,1612608569
536,verkhnevilyuysk,63.4453,120.3167,-33.86,82,11,3.13,1612609089
537,palu,-0.8917,119.8707,77.94,80,87,1.5,1612608559
538,chapais,49.7834,-74.8492,21.2,79,90,5.75,1612608595
539,beringovskiy,63.05,179.3167,-9.26,87,0,5.7,1612609089
540,bonavista,48.6499,-53.1147,33.01,93,76,8.05,1612609089
541,birjand,32.8663,59.2211,66.56,22,91,7.45,1612609089
542,atasu,48.6814,71.6433,31.33,93,87,13.35,1612608632
543,el alto,-4.2714,-81.2147,73.27,73,40,8.3,1612609090
544,chippewa falls,44.9369,-91.3929,-0.4,65,1,9.22,1612609090
545,moree,-29.4667,149.85,71.6,94,39,6.91,1612609090
546,dawei,14.0833,98.2,81.52,57,0,5.37,1612609090
547,paredon,16.0333,-93.8667,70.18,64,0,3.76,1612609090
548,ascension,30.2169,-90.9001,48.2,100,90,3.44,1612609090
549,nipawin,53.3668,-104.0009,-25.6,68,1,11.5,1612609090
550,arzgir,45.3728,44.2206,37.11,68,91,14.76,1612609091
551,nioro,13.35,-15.75,73.81,38,100,12.24,1612609091
552,dwarka,22.2394,68.9678,78.6,26,0,13.8,1612608552
553,nizhniy tsasuchey,50.5167,115.1333,-2.27,88,0,6.69,1612609091
554,abrau-dyurso,44.69,37.59,33.8,86,75,8.95,1612609091
555,kuzhener,56.8111,48.9128,3.11,92,100,14.38,1612609091
556,zemio,5.0314,25.1361,94.01,12,34,7.87,1612609091
557,tingo maria,-9.2895,-76.0088,68.34,83,96,0.98,1612609092
558,kloulklubed,7.0419,134.2556,77.0,100,90,6.91,1612609092
559,nueve de julio,-35.4444,-60.8831,66.99,84,0,1.99,1612609092
560,surt,31.2089,16.5887,73.8,31,90,10.22,1612608605
561,usinsk,65.9939,57.5281,-18.9,85,1,13.76,1612608360
562,ban nahin,18.2418,104.2122,78.71,39,3,0.47,1612609092
563,susanville,40.4163,-120.653,26.6,86,1,4.61,1612609093
564,anadyr,64.75,177.4833,-4.0,77,0,8.95,1612608614
565,harrison,30.4091,-89.0436,48.2,87,90,8.05,1612609093
566,oneonta,42.4529,-75.0638,17.28,95,39,7.2,1612609093
